Bolagsnamn,Land,Lista,Bransch,Ticker,ISIN,Börsvärde,Aktiekurs,Utveck.  1d,Utveck.  1v,Utveck.  1m,Utveck.  3m,Utveck.  6m,Utveck.  1 år,Utveck.  3 år,Utveck.  5 år,P/E,P/E avg - 1 år,P/E avg - 3 år,P/S,P/S avg - 1 år,P/S - avg 3 år,P/FCF,P/FCF avg - 1 år,P/FCF avg - 3 år,MA(5)/MA(20),MA(20)/MA(70),MA(50)/MA(200),N. Rapport Datum,N. Rapport Dagar,Graham_Score
Asiakastieto,Finland,Mid Cap,IT-Tjänster,ATG1V,FI4000123195,305.6645,20.24,0.01250625,-0.00589395,0.1460929,0.07089948,0.04222449,0.2769716,,,19.49528,16.79208,18.79962,5.85127,5.231829,5.414763,23.71146,16.13786,19.06388,0.06885922,0.01392078,-0.0143885,05/05/2017,,
Aspo,Finland,Mid Cap,Tjänster & Leverans,ASPO,FI0009008072,277.2263,8.95,-0.01323042,-0.009955769,0.03468211,-0.0218579,0.2430556,0.3519637,0.5092749,0.4974819,17.4362,12.71938,12.98007,0.6045055,0.4866062,0.4970347,27.44814,1.768035,22.59154,0.02841556,0.002196908,0.09986936,09/05/2017,,2
Aspocomp,Finland,Small Cap,Elektronisk utrustning,ACG1V,FI0009008080,17.61925,2.75,-0.02482267,-0.06779663,-0.08940396,0.1270491,0.9927536,1.148438,0.9097221,0.1802575,10.50019,-4.567872,3.699408,0.7591232,0.4971287,0.523253,18.50762,-7.135817,-8.413242,-0.03828484,0.06517017,0.5147804,27/04/2017,,1
Assa Abloy,Sverige,Large Cap,Byggprodukter,ASSA B,SE0007100581,211047.4,190,-0.01910169,-0.02713775,0.02370686,0.09007457,0.1098131,0.1522135,0.7070978,2.133592,30.44579,26.53309,27.3742,2.869676,2.714461,2.717199,34.87234,41.20891,39.94569,-0.000931919,0.06051958,0.05643415,26/04/2017,,4
AstraZeneca,Sverige,Large Cap,Läkemedel,AZN,GB0009895292,760265,601,-0.00661157,0.08876812,0.112963,0.1692607,0.190099,0.2655296,0.1286385,1.016102,24.29304,27.75216,25.04689,3.671015,3.319897,3.429542,51.16212,108.2598,127.6319,0.06838155,0.02361727,0.02961433,27/04/2017,,3
Atea,Norge,OB Match,IT-Tjänster,ATEA,NO0004822503,11052.86,104.5,0,-0.01415094,0.03980099,0.1546961,0.318612,0.375,0.5845001,1.025033,21.17442,18.37586,19.06618,0.353104,0.2854272,0.2993595,8.772112,11.04443,8.192397,-0.01164168,0.06858408,0.1827586,27/04/2017,,2
Atlantic Lumpus,Norge,Merkur Market,Livsmedel,ATLU-ME,NO0010755051,57.6,16,0,0,-0.1111111,-0.3162393,-0.4754099,-0.4754099,,,-365.2968,-365.2968,,,,,-4.845222,-4.845222,,-0.01689708,-0.2565584,-0.201862,,,2
Atlantic Petroleum,Norge,OB Match,Olja & Gas,ATLA DKK,FO000A0DN9X4,49.1701,13.3,0,0.06400002,0.09465026,-0.007462644,-0.04999999,-0.0148148,-0.8696079,,3.226511,-0.0599027,0.5069001,3.909992,1.343336,1.799035,3.892472,0.375407,-0.7516864,0.02244973,-0.04245466,-0.07230181,,,1
Atlantic Petroleum ddk,Denmark,Small Cap,Olja & Gas,ATLA DKK,FO000A0DN9X4,,10.5,-0.0277778,0.05,-0.01869157,-0.09482761,-0.09482761,0,-0.890625,-0.9329073,,,,,,,,,,0.004379511,-0.06188864,-0.06654418,,,2
Atlas Copco A,Sverige,Large Cap,Produktion,ATCO A,SE0006886750,387604.6,319.2,-0.02593836,-0.04287852,0.000940791,0.09803921,0.1457287,0.5106484,0.6186613,1.196834,29.74504,25.42866,26.23108,3.64818,2.898155,3.111033,33.63163,26.00349,26.57516,-0.003059447,0.05753827,0.1234163,26/04/2017,,4
Atria,Finland,Mid Cap,Livsmedel,ATRAV,FI0009006548,316.6016,11.2,-0.02012253,-0.02439022,0.02003645,0.001788864,0.04672897,0.2903225,0.5954416,1,17.20694,16.4945,16.71503,0.2311298,0.1983681,0.2063389,-19.6647,-24.95148,-42.74598,0.01608062,0.01524746,0.01879644,27/04/2017,,2
Attendo,Sverige,Large Cap,Sjukvård,ATT,SE0007666110,15644.42,97.9,-0.02876986,-0.03451676,0.1201373,0.13705,0.2314465,0.2431746,,,22.28596,23.35219,26.64409,1.501384,1.279725,1.275967,82.77471,100.0896,59.61629,0.05205309,0.05815578,0.08792877,05/05/2017,,1
Auriant Mining,Sverige,First North,Gruv & Metall,AUR,SE0001337213,66.7575,3.75,0.0135135,-0.02343748,-0.02343748,-0.5762712,-0.625,-0.06947896,-0.3902439,-0.7115385,2.621278,-0.2731748,0.5095658,0.179644,0.2366132,0.2368641,0.5162594,-2.277247,,0.004856944,-0.3924874,-0.3656211,19/05/2017,1,1
Austevoll Seafood,Norge,OB Match,Livsmedel,AUSS,NO0010073489,15153.1,74.75,0,0.04912281,0.1634241,0.003355705,-0.02605863,0.04545455,0.9671053,2.460648,10.2158,9.823506,10.69619,0.7365083,0.7214103,0.6999214,39.99223,22.60724,34.54642,0.04437721,0.001146913,-0.05617661,11/05/2017,,4
Autoliv,Sverige,Large Cap,Produktion,ALIV SDB,SE0000382335,79950.75,907.5,-0.002747253,-0.01519262,0.0395189,-0.03044872,0.008333333,-0.1067913,0.3484398,1.192029,15.17409,15.98987,17.54854,0.8467816,0.9198021,0.9361386,32.06036,155.8412,52.23101,0.004499197,-0.009401977,-0.02887976,28/04/2017,,4
Avance Gas,Norge,OB Match,Olja & Gas,AVANCE,BMG067231032,1625.4,25.2,0,0.0588236,-0.09677416,-0.05263156,0.3846154,-0.4180138,-0.7984,,-1.875614,-33.48207,-1.191268,1.647026,1.585058,1.765199,5.31544,2.385151,2.29199,-0.01206297,-0.1083186,0.131817,16/05/2017,,3
Avega Group,Sverige,Small Cap,IT-Tjänster,AVEG B,SE0002180539,287.655,25.4,-0.01930502,-0.003921584,0.06276151,0.06276151,0.1441441,0.2959183,0.1238938,-0.01930502,10.65392,11.09854,11.06247,0.65391,0.5789765,0.5841801,8.148867,8.040491,8.561002,,0.04041874,0.0773797,02/05/2017,,5
Avensia,Sverige,First North,IT-Tjänster,AVEN,SE0000671745,339.4452,9.55,-0.03045687,0.01595751,-0.0255102,-0.05911325,0.04945053,0.6050421,1.984375,,29.37558,21.9628,19.38993,2.579939,2.015358,2.164654,17.6638,67.9612,15.07134,0.03085101,-0.06838459,0.1129392,18/05/2017,0,
Awilco Drilling,Norge,Oslo Axess,Olja & Gas,AWDR,GB00B5LJSC86,1048.117,34.9,0,0.1221865,0.04179109,-0.06182794,0.09748435,0.4663867,-0.7498208,-0.302,2.249016,4.439894,3.390718,0.9717033,1.00553,1.040312,7.78487,3.045087,1.97911,0.06138992,-0.03393257,-0.01219511,11/05/2017,,3
Awilco LNG,Norge,Oslo Axess,Tjänster & Leverans,ALNG,NO0010607971,413.5068,6.1,0,-0.01612902,-0.1029412,-0.1515995,0.008264415,0.2869199,-0.5080645,-0.7805756,-1.682202,-1.395527,-1.817562,1.693081,1.234419,1.600987,1.090873,0.9324744,1.455295,-0.0387767,-0.06306517,0.02143109,05/05/2017,,1
Avocent Mining,Norge,OB Match,Gruv & Metall,AVM,GB00BZBVR613,106.5188,5.25,0,0,-0.09326424,-0.2391304,-0.1796875,-0.3965517,-0.3823529,-0.9625,-0.7938428,-0.472223,-0.4501959,0.1350307,0.3141197,0.192753,2.85181,-3.401798,-7.570711,-0.01878333,-0.1068039,-0.2263184,27/04/2017,,1
Avtech,Sverige,First North,Tjänster & Leverans,AVT B,SE0004270445,264.8912,4.69,0.1166667,0.5685619,0.5129033,0.3211268,-0.02087681,-0.09807688,1.233333,0.1580247,-31.18351,-29.56425,-31.67139,23.03402,27.42333,27.34855,-18.14323,-32.06065,-31.27369,0.2475808,0.00266552,-0.2410995,14/04/2017,,1
Axfood,Sverige,Large Cap,Livsmedel,AXFO,SE0006993770,30200.44,143.9,0,-0.002080465,0.03525176,0.05808819,0.06434909,-0.0283593,0.5997776,1.513537,20.6007,21.012,21.07022,0.6926864,0.7205501,0.7064995,42.17938,24.22449,25.82084,0.01335597,0.02502096,-0.02870667,20/04/2017,,4
aXichem,Sverige,First North,Bioteknik,AXIC A,SE0005250719,74.03,5,-0.01960783,-0.01960783,-0.0384615,-0.08256878,-0.2537313,0.1627906,-0.6932515,-0.5410023,-12.19215,-11.27011,-15.01715,,172.2549,244.6385,-6.953132,-6.786074,-8.040383,-0.02801931,-0.000524223,-0.10181,,,1
Axis,Sverige,Large Cap,Elektronisk utrustning,AXIS,SE0000672354,23741.77,341.8,0.004998476,-0.000584831,0.004998476,-0.03172808,-0.005528148,0.02243494,0.7673216,1.205161,33.75303,36.70842,34.31122,3.026203,3.331718,3.117824,62.8588,-220.6078,-46.11307,,-0.01005495,-0.04327303,21/04/2017,,4
Axon Kids,Sverige,Aktietorget,Konsument,AXON,SE0005934452,62.73,7.65,0.01324502,0.02684568,0.07746482,0.05517243,0.275,0.06993007,,,642.8571,89.51159,199.1245,1.37608,1.982666,2.338659,-12.6319,-8.365833,-11.15444,0.009358287,0.03294539,0.07922304,28/04/2017,,
B&B TOOLS,Sverige,Mid Cap,Handel & Distribution,BBTO B,SE0000101362,5210.525,185,-0.002695418,-0.06801008,-0.03645833,-0.1019417,-0.005376345,0.06628242,0.4566929,1.913386,21.9856,12.139,15.23671,0.6294425,0.4970341,0.5444916,47.80298,-576.7708,47.90803,-0.05239522,0.006060123,0.02347243,09/05/2017,,4
B3IT Management,Sverige,Small Cap,IT-Tjänster,B3IT,SE0008347660,652.813,89.5,-0.01917808,-0.105,0.04373178,0.07507508,0.1623377,,,,31.84487,21.15982,17.73735,1.241089,1.037178,0.7490313,14.03899,21.85589,9.643635,-0.04284948,0.08808589,0.108299,11/05/2017,,1
Bactiguard,Sverige,Small Cap,Läkemedel,BACTI B,SE0005878741,652.7192,19.6,-0.04390242,0.005128224,0.1597634,0.1597634,0.1529412,0.568,,,-56.50043,-64.79836,-30.68229,4.552976,3.775585,3.893929,-27.72456,-23.51364,-22.18781,0.08114028,0.06782639,0.02023959,04/05/2017,,
Badger Explorer,Norge,Oslo Axess,Olja & Gas,BXPL,NO0010283211,7.6024,0.4,0,-0.047619,-0.1111111,-0.7435897,-0.6153846,-0.8019802,-0.9397591,-0.9649122,-1.077586,-5.361521,-4.739814,115.1879,639.6749,115.1879,-0.6532394,-2.282856,-2.389649,-0.01787841,-0.3638432,-0.5295712,,,1
Bahnhof,Sverige,Aktietorget,Telekommunikationstjänster,BAHN B,SE0002252296,2011.559,187,-0.01578947,-0.01578947,0.04761905,-0.002666667,0.08092485,-0.01058201,1.452459,7.201755,27.02,24.74981,24.36135,2.317248,2.220572,2.184376,69.92106,46.13625,57.21068,0.03218758,,-0.02046561,09/05/2017,,3
Bakkafrost,Norge,OBX,Livsmedel,BAKKA,FO0000000179,15198.03,313,0,0.007078547,0.2108317,-0.01973062,-0.1067351,-0.0123067,2.137845,7.551913,9.538873,9.998858,9.463459,3.987732,3.012758,2.988294,116.513,469.4455,58.07542,0.05636883,-0.004555464,-0.09395779,,,3
Bambuser,Sverige,First North,IT-Tjänster,BUSER,SE0009663834,,5.5,-0.07563022,0.1,,,,,,,,,,,,,,,,0.02377212,,,,,2
Bang & Olufsen,Denmark,Mid Cap,Elektronisk utrustning,BO,DK0010218429,0.101,101,-0.03349282,-0.03349282,0.05208334,0.04663212,0.2704403,0.518797,0.6290323,0.578125,,,,,,,,,,0.01764715,0.02439022,0.1630269,07/04/2017,,2
Basware,Finland,Mid Cap,IT-Tjänster,BAS1V,FI0009008403,487.662,34,-0.0243902,-0.02940333,0.04039167,-0.05555555,-0.08108108,-0.1059689,-0.01620374,0.7,-29.13204,-73.72634,39.32499,3.223998,3.469727,3.528245,-10.35112,-12.5272,13.56598,-0.009183288,-0.01596224,-0.03734684,21/04/2017,,
Bavarian Nordic,Denmark,Mid Cap,Bioteknik,BAVA,DK0015998017,0.329,329,-0.07843138,-0.08484006,-0.07323944,0.1985428,0.4059829,0.3456033,1.580392,6.426637,,,,,,,,,,-0.02487296,0.101908,0.2691367,04/05/2017,,2
Bayn Europe,Sverige,First North,Livsmedel,BAYN,SE0006261046,13.06701,2.01,0.004999995,-0.009852207,-0.06511632,-0.4156977,0.2721519,-0.5971944,,,-1.889453,-5.285917,-5.538074,4.703747,10.62298,10.9021,-1.623231,-3.957941,-4.077271,0.005669117,-0.2108758,-0.04830593,,,
BE Group,Sverige,Small Cap,Handel & Distribution,BEGR,SE0008321921,753.0256,58,-0.0292887,-0.05691057,0.1542289,0.3488372,0.5104166,0.7159764,-0.7794677,-0.8344343,11.3067,-5.746374,-4.744839,0.186855,0.1280255,0.1507968,12.55043,7.279271,4.150104,0.002611876,0.1868491,0.1725583,27/04/2017,,1
Beijer,Sverige,Mid Cap,Handel & Distribution,BEIJ B,SE0000112906,9537.975,225,-0.01531729,-0.01746725,-0.004424779,0.00671141,0.1363636,0.1508951,0.6574585,0.8907563,23.78561,22.32135,21.73335,1.021196,0.9549458,0.9373955,55.1328,-92.2962,-160.2667,0.01343393,0.004444838,0.03013706,24/04/2017,,5
Beijer Alma,Sverige,Mid Cap,Produktion,BEIA B,SE0000190134,7834.06,260,-0.02071563,0.001926782,0.06776181,0.03174603,0.2121212,0.3648294,0.3265306,1.222222,22.39584,19.25474,19.58446,2.125875,1.849434,1.876898,102.8092,46.77097,54.4103,0.03204381,0.03352177,0.08600224,04/05/2017,,5
Beijer Electronics,Sverige,Small Cap,Elektronisk utrustning,BELE,SE0000671711,831.452,43.6,0,-0.01357471,0.1295337,0.1179487,0.1266149,-0.07234046,-0.3024,-0.3418868,-9.409124,0.12639,9.841786,0.7338895,0.7866943,0.7680538,-12.76545,-19.43136,69.30079,0.03254712,0.06651342,-0.03401244,27/04/2017,,
Belships,Norge,OB Match,Tjänster & Leverans,BEL,NO0003094104,194.7046,4.16,0,-0.08771931,-0.2,0.0478589,-0.09565219,0.5757574,-0.2827587,0.03570177,11.54914,2.368223,3.216644,0.8715259,0.7078333,0.8179228,6.047949,3.321549,4.263438,-0.07692301,-0.01524776,0.2921975,25/04/2017,,1
Beowulf Mining,Sverige,Aktietorget,Gruv & Metall,BEO SDB,SE0002457796,472.4722,0.94,-0.08737861,-0.1754386,-0.02590671,-0.1826087,0.6068376,0.9502075,0.88,-0.3935484,-75.80645,-21.79193,-30.90801,,,,-39.58578,-29.81492,-21.34215,-0.007071376,-0.03641921,0.2733322,,,1
Bergen Group,Norge,OB Match,Tjänster & Leverans,BERGEN,NO0010379779,211.7468,2.68,0,-0.04964534,0.2701423,-0.3781902,0.9562045,0.8482758,-0.1354838,-0.6171429,3.225418,-0.09795859,0.729862,0.8603536,0.6058038,0.6476931,-22.97101,-3.289291,-7.417341,0.1375026,-0.02890974,0.2832607,12/05/2017,,2
Bergs Timber,Sverige,Small Cap,Skog,BRG B,SE0000101297,384.658,2.38,-0.008333324,-0.03252029,0.03930138,0.02586215,0.1724139,0.1840797,-0.1707316,-0.8008368,-113.3333,-71.23356,-71.11814,0.3784886,0.3476973,0.3550163,18.94867,-45.04199,15.10371,0.007290125,0.008674026,0.06988919,06/04/2017,,2
Besqab,Sverige,Mid Cap,Byggnation,BESQ,SE0005991411,2982.609,193.5,-0.0127551,0.013089,0.01842105,-0.09154929,-0.0325,0.04594595,,,14.67688,10.65755,11.42281,2.193101,2.263565,2.058091,-170.8253,-30.63761,-28.56113,0.01454973,-0.02228117,-0.08436459,18/05/2017,0,2
Betsson,Sverige,Large Cap,Betting & Spel,BETS B,SE0008242358,10553,76.25,0.007931242,-0.03236045,-0.01739689,-0.07181986,-0.1494702,-0.3161435,-0.04885697,0.08640058,12.29383,17.10769,16.7346,2.501185,3.466595,3.599481,23.54004,29.84536,28.27873,-0.004423678,-0.01992863,-0.08013285,27/04/2017,,5
Bilia,Sverige,Mid Cap,Återförsäljare,BILI A,SE0007157763,9329.1,181.5,-0.01358696,-0.01626016,-0.032,-0.1146341,-0.08564232,-0.02156334,0.7451923,2.978082,13.84144,14.04796,13.72899,0.3689141,0.3905268,0.3866459,19.97666,109.6369,-229.5594,0.02542615,-0.061369,-0.08664531,02/05/2017,,2
BillerudKorsnäs,Sverige,Large Cap,Skog,BILL,SE0000862997,27296.84,131.9,-0.02871877,-0.09965875,-0.03511341,-0.1117846,-0.08402783,0.07937805,0.3928194,1.900884,18.98251,18.06611,17.81243,1.234034,1.302029,1.269888,16.43398,14.2454,13.2735,-0.02516025,-0.01216364,-0.03656429,20/04/2017,,3
BIMobject,Sverige,First North,Programvara & Internet,BIM,SE0005466406,1199.517,27.4,-0.05517243,-0.07118645,-0.1016394,-0.2011662,0.8639455,1.560748,2.223529,,-30.2495,-13.36338,-20.31947,35.27162,22.49037,31.00136,-31.84024,-42.58755,-20.97437,-0.001367092,-0.08316922,0.4512298,,,1
BioGaia,Sverige,Mid Cap,Bioteknik,BIOG B,SE0000470395,6171.616,356,-0.01657459,-0.01111111,0.06906907,0.07878788,0.2297064,0.7536946,0.825641,1.282051,26.08594,22.67645,26.69869,11.38725,9.405291,9.425765,33.72726,43.19914,38.22305,0.00641346,0.06134725,0.1276828,03/05/2017,,5
Biohit,Finland,Small Cap,Bioteknik,BIOBV,FI0009005482,79.67355,5.45,0.0130111,0.02636532,0,-0.1195477,-0.0916667,0.01489757,-0.2247511,1.26235,-24.1471,-5.760497,-24.20157,9.716287,13.72684,14.47677,,-319.949,-199.0706,0.01094329,-0.0333758,-0.06823057,,,1
Bioinvent,Sverige,Small Cap,Bioteknik,BINV,SE0000789711,706.8924,2.32,0,0.004329001,-0.02521016,-0.2054795,0.2473118,-0.05306127,-0.2266667,-0.8352378,-8.294601,-9.877997,-8.834615,12.88116,12.66397,18.36119,-7.949489,-10.7067,-8.337327,-0.01219767,-0.07918596,-0.008030057,17/05/2017,,1
BioPorto,Denmark,Small Cap,Bioteknik,BIOPOR,DK0011048619,,2.34,-0.01680681,0.01739129,0.02631577,-0.05645166,0.2580644,-0.4913044,-0.06400003,-0.3982101,,,,,,,,,,-0.002575099,-0.03821206,0.1025957,04/05/2017,,2
Biotage,Sverige,Mid Cap,Bioteknik,BIOT,SE0000454746,3688.698,57,-0.01724138,-0.008695652,0.2555066,0.2527472,0.2694877,0.9256756,3.871795,6.702703,35.05966,24.39508,25.4236,5.313098,3.517919,3.574034,55.57277,32.99229,33.77354,0.09422779,0.144872,0.07077754,27/04/2017,,2
Biotec Pharmacon,Norge,OB Match,Bioteknik,BIOTEC,NO0010014632,288.7121,6.57,0,0.02978057,-0.2651006,-0.343,-0.4658537,-0.4360515,-0.6135294,0.1587711,-13.70463,-24.2814,-24.52524,3.880069,7.140839,7.422438,-13.63779,-29.34176,-26.7293,-0.1025961,-0.1911804,-0.2173699,27/04/2017,,1
Biotech-IgG,Sverige,Aktietorget,Bioteknik,BIGG B,SE0002837955,26.89801,0.123,0.06034489,0.1714286,0.3977273,0.3085107,0.09821428,0.1081081,-0.4875,-0.3730887,-7.987013,-13.10785,-9.487615,3.93591,4.155942,3.699109,-7.68295,-13.01262,-9.436025,0.1890799,0.06951952,-0.2108108,09/05/2017,,1
Biovica,Sverige,First North,Bioteknik,BIOVIC B,SE0008613731,,11.7,-0.04098361,-0.06024097,-0.01265828,,,,,,,,,,,,,,,,0.005285501,,,,2
Bittium,Finland,Mid Cap,Elektronisk utrustning,BITTI,FI0009007264,245.9574,6.9,0.03448276,0.04863225,0.07309491,0.1237785,0.1835335,0.1442786,1.653846,9.952381,70.33639,26.11109,34.53546,3.720989,5.493787,5.47011,-15.18256,3.42554,97.45101,0.0304203,0.01855028,0.02896583,,,3
Björn Borg,Sverige,Small Cap,kläder & Textil,BORG,SE0008242002,915.3872,36.4,-0.0108695,-0.0594315,-0.008174365,-0.05208333,0.04000004,0.07058828,0.535865,0.08011872,20.45403,20.93492,18.87344,1.373777,1.344784,1.368644,13.79863,13.65782,19.51156,0.02479804,-0.01154965,-0.007950187,11/05/2017,,3
Black Earth Farming,Sverige,Small Cap,Livsmedel,BEF SDB,SE0001882291,1460.564,7,0,-0.007092225,-0.007092225,0.01449274,0.3861386,0.8324608,0.1965812,-0.2631579,-15.61803,-14.60185,-5.310005,1.697831,0.8011086,1.082266,-78.49963,-9.046444,-23.86618,-0.00461483,0.02075779,0.2323587,18/05/2017,0,2
BlackPearl Resources,Sverige,Mid Cap,Olja & Gas,PXXS SDB,SE0002060863,2702.103,8.05,-0.01226987,-0.01226987,-0.0903955,-0.3030303,-0.3319502,0.288,-0.452381,-0.6950758,-20.33342,7.763475,-3.771863,3.714383,4.178709,3.826633,4.462481,-7.402771,-2.199781,0.01115239,-0.1138129,-0.1334103,03/05/2017,,1
Boliden,Sverige,Large Cap,Gruv & Metall,BOL,SE0000869646,65232.38,238.5,-0.008728205,-0.01486991,-0.1402307,-0.1420863,0.03425843,0.7011413,1.598039,1.578378,12.42524,14.12769,13.40367,1.475946,1.196415,1.251783,-33.4525,-17.70015,-11.41629,-0.03286934,-0.06376749,0.1128095,25/04/2017,,4
Bong Ljungdahl,Sverige,Small Cap,Tjänster & Leverans,BONG,SE0000396061,209.093,0.99,0.06451613,0.1511628,0.08791206,0.1647059,0.3026316,-0.09174313,-0.208,-0.8784635,-4.700855,-0.5975564,-2.39928,0.09895549,0.1020107,0.0955287,4.688183,3.030278,3.978395,0.03151858,-0.01547509,0.02798343,17/05/2017,,2
Borgestad,Norge,OB Match,Handel & Distribution,BOR,NO0003111700,196.794,58,0,0.03111111,0.03111111,0.008695652,-0.03333333,-0.0292887,-0.1594203,-0.5366417,-3.317622,-6.331291,-7.390726,0.2519602,0.3042433,0.2994452,-4.758881,-9.386333,-78.28246,0.05561912,-0.03144795,-0.04314595,12/05/2017,,1
Borregaard,Norge,OB Match,Produktion,BRG,NO0010657505,9850,98.5,0,0.01546392,0.02337662,0.06486487,0.2236025,0.6213992,1.218468,,16.9244,12.45791,14.32489,2.181617,1.529857,1.650797,18.6553,14.58187,24.35054,0.02152085,0.001212597,0.1414872,03/05/2017,,1
Botnia Exploration,Sverige,Aktietorget,Gruv & Metall,BOTX,SE0002939892,203.7464,2.2,-0.04347822,-0.08333335,-0.2517007,-0.2517007,0.02803735,1.666667,1.340426,1.5,-24.94331,-23.63197,-20.61246,29.35404,24.37226,22.71713,-15.97886,-13.47473,-12.90138,-0.07274187,-0.07131869,0.1142548,,,
Boule Diagnostics,Sverige,Small Cap,Sjukvård,BOUL,SE0000437402,1369.737,291,-0.02184874,0.08785047,0.1805274,0.05434782,0.1547619,2.71885,4.705882,6.461539,35.67051,23.62452,28.35081,3.238915,2.009816,2.206079,49.27111,41.63371,46.55748,0.1120285,-0.002353489,0.145053,11/05/2017,,1
Bouvet,Norge,OB Standard,IT-Tjänster,BOUVET,NO0010360266,1558,152,0,-0.009771987,0.02702703,0.07042254,0.2063492,0.3392071,0.6344086,1.026667,19.75001,14.68462,15.65012,1.170715,0.8232029,0.8785901,20.59784,14.62305,24.34856,0.03251898,0.01191056,0.1000745,19/05/2017,1,1
BrainCool,Sverige,Aktietorget,Sjukvård,BRAIN,SE0005731833,118.2306,5.05,-0.02884608,-0.1217391,-0.114035,-0.3915662,-0.555066,-0.6273062,0.4852941,,-6.707398,-20.67085,-18.29067,25.1394,75.66968,62.82338,,-7.651274,-10.103,-0.009919763,-0.2668217,-0.366268,,,
Bravida,Sverige,Large Cap,Tjänster & Leverans,BRAV,SE0007491303,12416.53,61.6,-0.006451638,-0.03750002,0.000812335,0.05660376,0.1514018,0.1460465,,,17.68743,19.55248,22.72692,0.8021013,0.7398624,0.7448075,24.10976,37.68145,38.36749,-0.01544344,0.03693306,0.06401753,10/05/2017,,3
Brd. Klee,Denmark,Small Cap,Återförsäljare,KLEE B,DK0010129089,2.65,2650,0,0,0.01962293,-0.01851852,-0.05357143,0.01923077,0.09368552,0.698718,,,,,,,,,,0.003312826,-0.007400692,-0.02076602,,,2
Brdr. A&O Johansen,Denmark,Small Cap,Återförsäljare,AOJ P,DK0010231018,231.6336,451,-0.00110742,-0.01096491,0.03440367,-0.8657738,-0.8463373,-0.7765114,-0.6993334,-0.5499002,2.1976,6.497536,6.808421,0.0820411,0.2367996,0.2278128,2.182052,54.18681,84.07607,-0.0116154,-0.7829027,-0.3738323,,,2
Brdr. Hartmann,Denmark,Mid Cap,Produktion,HART,DK0010256197,0.3405,340.5,-0.01873199,-0.01873199,0.01188707,-0.08957219,0.02406015,0.3485149,0.7827225,2.040179,,,,,,,,,,,0.01030624,-0.007936835,,,2
Bredband2,Sverige,First North,Telekommunikationstjänster,BRE2,SE0000648669,697.497,0.995,-0.004999995,-0.01485147,0.0050505,0.01530611,-0.04326919,0.283871,1.313953,4.236842,25.25381,22.93185,24.26578,1.476253,1.286104,1.284736,13.1725,11.23864,11.23317,0.004004002,-0.006464422,0.03137529,27/04/2017,,
Brighter,Sverige,First North,Sjukvård,BRIG,SE0004019545,243.0421,5.3,-0.009345741,0.03921574,0.2470589,0.09053499,-0.08620689,0.9133575,-0.4111111,0.9570195,-16.5625,-10.86778,-12.21107,10.53225,30.24772,44.15949,-5.771738,-5.530189,-6.938897,0.07915139,0.07234597,-0.1380613,19/05/2017,1,
Bringwell,Sverige,First North,Konsumentprodukter,BWL,SE0000436974,273.7185,1.06,0,0.4133332,0.4324323,0.1584699,0.2771084,-0.1451613,-0.1451613,-0.3161291,23.19475,0.4575713,5.584541,0.813948,0.8684562,0.8410644,40.63517,3.51177,-7.149927,0.222472,-0.01164901,-0.07131666,,,2
Briox,Sverige,NGM,IT-Tjänster,BRIX MTF,SE0008588131,23.163,2.1,0,-0.06666671,-0.3597561,-0.3416928,-0.5081968,-0.6315789,-0.895,-0.9447368,-1.052895,-4.300729,-3.42493,2.588334,10.98353,9.030189,-1.266499,-4.187804,-3.131542,-0.1235126,-0.1768084,-0.2224004,,,
Brondby IF,Denmark,Small Cap,"Hotell, restaurang & nöje",BIF,DK0010247956,,0.6,-0.03225803,-0.05511806,0.01694924,-0.06249994,0.09090911,-0.1428571,-0.7794118,,,,,,,,,,,0.003236294,0.01442134,-0.14929,,,2
BTS Group,Sverige,Small Cap,Tjänster & Leverans,BTS B,SE0000805426,1575.587,84.5,-0.005882353,0.02114804,0.09385113,0.1575342,0.3151751,0.3151751,0.5089285,0.4261604,20.34674,18.93974,18.50213,1.361156,1.246762,1.251551,103.698,62.69755,66.08163,0.02924681,0.04974544,0.1181912,10/05/2017,,4
Bufab,Sverige,Mid Cap,Handel & Distribution,BUFAB,SE0005677135,3954.016,103.75,-0.004796163,-0.03935185,0.01466993,0.3050314,0.3787375,0.6869919,0.614786,,22.46644,15.72118,18.00522,1.343076,0.9412645,1.014464,33.22703,5.537735,16.82073,-0.02733272,0.1112026,0.230365,27/04/2017,,1
Bulten,Sverige,Mid Cap,Produktion,BULTEN,SE0003849223,2662.031,130.75,-0.03148148,0.02148438,0.1444201,0.2364066,0.4368132,0.6603175,0.676282,2.113095,16.68986,13.05461,14.35726,0.9720052,0.7046043,0.7513136,11.53893,17.06141,2.466766,0.03383064,0.1112331,0.1935966,25/04/2017,,1
